"","CK0d1","CK0d2","CK0d3","CK3d1","CK3d2","CK3d3","CK10d1","CK10d2","CK10d3","CK30d1","CK30d2","CK30d3","CK45d1","CK45d2","CK45d3","Lp0d1","Lp0d2","Lp0d3","Lp3d1","Lp3d2","Lp3d3","Lp10d1","Lp10d2","Lp10d3","Lp30d1","Lp30d2","Lp30d3","Lp45d1","Lp45d2","Lp45d3","taxonomy"
"153",87,94,87,69,49,49,51,91,47,96,57,188,52,458,63,115,102,175,69,54,79,75,50,123,117,120,300,75,89,51,"Legionella pneumophila"
"154",143,141,153,150,135,131,98,99,98,70,85,84,94,69,105,148,128,142,114,121,112,99,82,93,86,126,68,42,61,50,"Marinobacter salinexigens"
"155",128,143,156,176,195,136,113,105,99,68,92,40,63,18,108,157,153,133,118,115,126,113,98,79,66,99,54,35,38,47,"Acinetobacter johnsonii"
"156",92,118,80,53,67,57,51,65,50,104,78,190,75,412,60,124,102,176,81,60,58,51,54,159,106,111,198,56,77,28,"Spiroplasma sp. ChiS"
"157",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,1,1,29,2828,95,"Pediococcus inopinatus"
"158",1,0,5,0,0,1,1,0,2,4,1,3,2,5,1,0,4,0,1,0,0,1,5,0,2,2,5,1,2824,90,"Unclassified_o_Rhodospirillales"
"159",107,136,135,140,144,95,95,81,103,81,57,81,67,91,80,147,148,154,103,111,113,125,92,85,80,101,83,37,38,32,"Bifidobacterium breve"
"160",112,98,124,97,97,88,82,99,74,79,73,96,58,202,78,116,104,164,114,71,119,73,94,92,82,121,131,44,74,53,"Pseudomonas laurentiana"
"161",83,110,89,64,47,49,49,67,48,103,72,148,66,376,54,111,92,170,51,59,72,49,59,130,98,113,253,64,94,48,"Pectobacterium brasiliense"
"162",2,2,2,24,14,15,118,85,86,87,84,69,72,31,121,0,5,4,19,13,5,49,48,67,90,88,86,229,1209,148,"Pediococcus pentosaceus"
"163",119,88,104,135,103,92,81,89,87,91,68,123,62,198,63,105,89,143,103,69,115,91,71,103,64,94,132,33,64,52,"Salipiger sp. PrR004"
"164",71,96,70,44,37,50,43,92,41,90,73,177,61,424,63,85,100,168,68,46,47,48,42,134,94,115,250,61,97,43,"Lujinxingia vulgaris"
"165",95,131,91,107,85,84,72,103,92,73,62,124,73,244,59,115,98,156,98,68,93,63,80,89,94,93,151,42,55,36,"Ectobacillus sp. SYSU M60031"
"166",0,2,0,2,1,0,2,1,5,3,4,0,3,0,4,3,1,0,0,3,0,1,4,3,0,4,1,1,2664,80,"Gluconobacter japonicus"
"167",117,94,132,150,127,111,78,121,101,79,66,49,89,50,87,139,150,101,105,110,100,108,95,59,74,111,62,42,35,38,"Streptococcus agalactiae"
"168",116,106,127,137,137,136,104,80,104,75,58,47,84,21,88,139,129,122,108,106,105,105,127,70,62,84,40,38,41,43,"Streptomyces geysiriensis"
"169",80,101,89,87,83,62,50,59,85,75,63,145,63,249,56,115,98,119,80,89,89,80,83,115,93,98,169,42,72,43,"Clostridiales bacterium"
"170",90,87,73,47,52,53,45,41,37,89,58,190,56,360,64,100,86,162,43,38,64,73,44,116,105,99,224,60,98,32,"Blastococcus endophyticus"
"171",103,99,79,96,86,75,61,79,47,63,58,120,73,273,67,110,92,128,76,84,78,67,62,95,68,73,167,49,75,39,"Sphingobacterium bovisgrunnientis"
"172",79,107,70,46,45,50,36,70,32,90,61,175,50,403,51,81,81,146,67,48,55,45,56,111,98,68,241,49,91,39,"Alloprevotella tannerae"
"173",22,22,33,23,18,19,32,31,26,80,97,67,124,36,142,16,21,25,20,31,21,43,29,48,75,103,65,1111,127,102,"Unclassified_f_Rhizobiaceae"
"174",155,151,149,128,122,79,88,79,74,55,75,51,55,23,76,167,106,140,131,104,99,100,78,80,46,64,40,34,21,22,"Bacillus siamensis"
"175",106,92,117,134,107,75,101,104,87,71,81,58,65,44,115,117,88,86,126,94,67,100,81,91,82,88,56,64,39,39,"Lactococcus taiwanensis"
"176",82,99,55,78,67,47,47,73,51,61,70,136,68,270,55,110,78,133,70,64,79,53,62,115,64,92,140,47,77,33,"Vibrio campbellii"
"177",75,72,49,39,30,42,32,46,39,77,63,176,56,368,59,68,70,125,49,33,53,46,24,118,79,78,244,49,84,30,"Pseudomonas protegens"
"178",65,73,61,59,61,48,51,64,45,77,55,127,44,309,46,101,84,122,63,37,64,42,39,109,74,86,192,49,78,29,"Enterobacter cloacae complex sp. GF14B"
"179",86,105,122,118,104,108,76,73,75,78,67,53,54,53,66,116,109,86,98,85,87,85,59,59,51,91,51,26,42,43,"Pseudomonas aeruginosa"
"180",59,53,78,77,51,35,59,45,52,124,98,64,193,72,154,102,70,55,66,57,62,60,58,44,97,74,56,105,93,77,"Streptococcus thermophilus"
"181",74,72,73,65,55,53,43,61,48,69,55,141,67,212,43,106,83,102,71,64,59,56,47,89,56,62,120,45,54,32,"Shewanella sp. C32"
"182",59,69,61,33,32,39,39,55,37,59,51,120,61,290,69,89,66,118,52,42,55,54,44,83,88,59,160,44,63,32,"Frankia sp. CIT1"
"183",0,0,0,0,1,0,2,0,0,2,2,2,4,3,33,0,0,0,0,0,0,0,1,1,3,5,3,263,1463,294,"Pediococcus damnosus"
"184",45,66,71,43,36,43,24,27,28,54,34,134,62,308,51,66,61,136,46,36,47,39,50,76,73,61,186,48,63,29,"Streptococcus mitis"
"185",69,92,121,105,91,84,57,93,86,60,63,31,66,15,76,98,75,89,85,94,66,70,61,49,50,67,28,19,22,39,"Paraclostridium benzoelyticum"
"186",52,68,43,46,40,32,33,40,32,76,40,130,34,290,40,71,69,115,36,32,66,19,40,71,78,65,186,41,86,32,"Unclassified_g_Blastococcus"
"187",57,77,84,93,71,72,51,72,49,69,41,55,53,47,60,90,90,81,64,70,60,69,64,59,52,66,58,51,80,50,"Bacillus thuringiensis"
"188",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,3,0,60,1771,58,"Companilactobacillus musae"
"189",55,67,40,33,33,39,42,50,21,54,45,99,45,285,33,65,57,123,51,32,61,38,33,78,57,69,158,41,63,27,"Salmonella sp. gx-f4"
"190",68,73,54,27,35,35,39,30,38,67,44,145,37,281,35,47,56,110,41,23,29,34,24,89,55,69,185,31,61,29,"Alcanivorax profundi"
"191",52,60,43,29,21,28,28,59,27,50,59,135,71,278,43,57,56,89,32,27,41,35,35,87,64,77,147,58,64,28,"Paenarthrobacter nicotinovorans"
"192",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,0,0,57,1741,58,"Companilactobacillus zhachilii"
"193",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,0,64,1718,61,"Companilactobacillus kimchiensis"
"194",63,59,52,47,33,36,30,36,36,53,34,108,54,257,34,71,54,103,40,36,49,24,26,98,72,66,171,31,44,25,"Blastococcus sp. CPCC 205250"
"195",47,68,95,55,58,44,32,47,46,73,52,73,37,152,67,69,69,83,60,39,42,54,46,83,58,66,111,38,38,34,"Unclassified_g_Pseudomonas"
"196",81,73,79,96,72,75,55,58,54,40,47,57,48,65,52,98,70,91,51,56,56,68,51,48,36,59,70,26,35,51,"Halomonas azerbaijanica"
"197",58,60,43,26,30,38,24,30,28,46,35,137,43,269,36,67,58,103,48,29,56,25,32,81,61,53,158,39,63,21,"Bacillus sp. NTK074B"
"198",66,79,58,44,28,38,30,49,35,46,33,94,54,260,40,77,50,106,29,33,43,38,43,87,34,67,121,34,56,24,"Bacteroidetes bacterium"
"199",47,88,43,33,26,26,28,43,20,52,34,114,38,244,28,63,57,112,35,24,38,35,31,87,68,56,149,45,57,42,"Streptomyces sp. S10(2018)"
"200",0,0,0,1,0,0,6,0,5,8,7,4,9,7,33,0,0,0,2,4,0,5,2,3,7,8,11,737,530,329,"Lentilactobacillus parakefiri"
"201",93,77,71,101,106,72,65,55,52,34,34,22,42,15,45,91,76,75,67,72,61,44,75,49,49,63,30,15,21,37,"Halomonas sp. ND22Bw"
"202",0,0,0,0,0,0,0,0,0,0,1,1,11,4,76,0,1,1,0,0,0,1,0,0,8,12,5,480,787,310,"Lentilactobacillus kisonensis"
"203",98,67,76,91,77,62,56,41,30,51,51,29,47,20,88,61,69,71,64,79,59,55,46,36,50,45,29,58,31,23,"Enterobacter asburiae"
"204",0,0,0,0,0,0,0,0,0,0,0,0,5,6,9,0,0,0,0,0,0,0,0,0,2,3,4,261,995,332,"Lentilactobacillus kefiri"
"205",40,66,54,38,32,34,36,38,36,44,39,107,25,202,21,70,60,110,46,30,38,28,29,72,55,44,126,19,43,28,"Staphylococcus warneri"
"206",55,56,42,37,53,38,45,43,19,53,46,86,28,166,31,61,56,91,47,38,52,27,22,80,44,48,114,29,45,23,"Nocardia cyriacigeorgica"
"207",69,67,56,61,82,59,41,51,42,48,44,52,47,92,34,72,56,89,60,45,49,44,42,28,37,50,76,28,25,24,"Vibrio ouci"
"208",33,9,15,21,16,5,12,20,15,23,18,31,28,30,49,44,42,24,37,26,36,34,27,33,59,93,61,151,431,76,"Unclassified_g_Enterococcus"
"209",47,65,37,27,22,34,25,29,27,39,33,106,38,218,32,50,53,84,23,22,33,24,24,70,35,44,128,32,59,27,"Hymenobacter sp."
"210",60,61,44,44,35,28,31,29,25,35,32,77,32,175,33,56,45,91,47,31,33,33,19,62,51,52,108,27,51,25,"Acinetobacter baylyi"
"211",67,51,60,69,57,34,41,36,46,41,28,48,30,105,33,57,66,77,36,36,44,27,31,68,37,44,93,15,34,19,"Pseudomonas tolaasii"
"212",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,39,1347,32,"Companilactobacillus nuruki"
"213",0,0,0,18,21,10,44,51,34,102,109,83,89,26,133,1,3,2,10,16,11,47,37,39,90,61,62,114,112,89,"Ligilactobacillus acidipiscis"
"214",37,39,34,26,19,25,21,27,22,37,26,88,32,244,35,37,48,63,38,21,34,25,22,68,49,54,149,23,44,20,"Moraxella catarrhalis"
"215",21,23,22,19,13,28,18,19,18,26,16,25,33,36,31,106,121,107,85,41,46,40,42,50,53,95,58,81,67,49,"Weissella confusa"
"216",47,61,34,29,22,27,11,35,23,53,35,89,31,208,20,40,45,90,40,21,27,24,20,75,47,54,97,28,23,21,"Cecembia lonarensis"
"217",46,45,43,46,22,40,23,43,30,46,28,70,28,157,32,56,40,88,21,24,36,38,28,61,52,45,84,24,42,31,"Listeria monocytogenes"
"218",0,1,0,0,2,0,0,0,2,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,2,1,0,1283,45,"Acetobacter tropicalis"
"219",14,25,14,9,15,6,9,13,12,13,11,28,11,85,11,22,22,30,10,11,8,10,15,28,19,20,44,34,762,21,"Furfurilactobacillus rossiae"
"220",51,79,78,71,33,48,30,31,41,44,54,23,30,16,45,49,49,66,42,42,31,80,43,50,48,46,31,33,20,26,"Pantoea wallisii"
"221",60,63,81,62,61,67,40,44,35,24,34,24,22,15,38,66,74,66,61,57,54,50,35,55,28,39,16,23,15,18,"Bacillus sp. 5B6"
"222",42,49,39,39,44,30,30,25,30,33,26,81,27,119,37,51,45,64,36,49,34,36,36,71,38,42,87,28,49,7,"Klebsiella aerogenes"
"223",33,36,53,49,43,32,31,37,29,40,28,48,41,125,24,73,49,77,42,29,43,35,44,53,28,54,75,21,31,20,"Bacteroides uniformis"
"224",42,42,23,28,20,28,18,36,17,35,30,112,25,153,26,53,42,88,35,33,35,32,22,81,40,50,97,23,34,23,"Rahnella aquatilis"
"225",63,32,43,44,3,2,5,1,3,4,108,118,133,118,120,84,6,1,1,0,2,2,27,0,55,40,24,74,164,39,"Unclassified_g_Lactobacillus"
"226",35,37,38,20,32,29,24,31,21,42,48,78,30,176,24,38,35,67,39,29,23,36,31,58,48,54,104,25,37,23,"Muricauda olearia"
"227",44,60,36,30,21,30,15,24,14,48,29,71,34,170,24,53,53,73,36,14,26,29,27,68,30,63,100,22,31,17,"Alteraurantiacibacter buctensis"
"228",58,44,39,39,28,43,33,38,31,45,28,72,24,114,26,66,56,75,39,27,42,25,25,49,44,39,72,13,38,18,"Pasteurella multocida"
"229",53,67,53,40,54,42,51,45,26,25,30,64,40,80,33,61,62,67,50,27,40,22,36,33,23,47,53,18,24,17,"Candidatus Burkholderia humilis"
"230",30,40,18,19,21,20,14,30,17,30,24,100,28,175,18,41,43,86,20,32,30,20,25,59,56,44,128,32,47,25,"Nodularia spumigena"
"231",39,35,44,19,21,27,30,34,21,44,28,66,32,186,35,46,39,66,23,29,27,28,16,55,50,38,95,26,45,26,"Modestobacter italicus"
"232",0,0,0,0,1,0,1,0,1,3,5,3,12,9,19,0,0,0,0,0,0,0,1,2,16,6,6,356,679,150,"Secundilactobacillus collinoides"
"233",56,57,57,54,51,36,27,55,33,35,19,43,24,109,28,50,37,73,36,28,44,27,29,34,42,42,63,17,31,13,"Luteolibacter flavescens"
"234",35,36,39,14,32,19,23,26,16,25,35,78,29,195,24,63,37,72,29,30,34,20,16,40,42,42,112,22,32,27,"Clostridium innocuum"
"235",1,0,0,0,1,0,1,3,0,2,2,1,3,1,5,0,1,0,2,0,0,0,0,0,3,0,1,404,766,43,"Companilactobacillus futsaii"
"236",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,41,1122,24,"Companilactobacillus mindensis"
"237",38,38,27,22,21,22,22,22,13,40,28,77,26,184,27,50,44,80,28,17,27,24,24,55,47,30,73,24,40,17,"Solibacillus isronensis"
"238",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,35,1088,30,"Companilactobacillus nantensis"
"239",25,31,20,20,19,17,13,24,16,27,31,43,63,98,54,34,18,44,21,23,19,30,15,43,39,56,70,104,56,69,"Unclassified_g_Vibrio"
"240",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,33,1072,24,"Companilactobacillus tucceti"
"241",27,45,28,24,36,26,25,26,24,31,36,54,23,121,29,59,38,58,32,29,32,35,35,46,38,36,73,19,35,16,"Chloroflexi bacterium"
"242",44,46,62,37,44,44,47,34,36,35,34,28,23,33,27,50,41,51,65,46,34,34,14,46,27,26,34,26,20,16,"Enterobacter cloacae"
"243",34,38,43,41,28,37,28,44,40,47,40,34,41,22,42,44,49,38,53,51,33,30,25,19,60,34,27,27,17,31,"Streptococcus anginosus"
"244",29,44,31,26,21,14,14,18,22,39,22,67,19,164,25,39,33,68,24,23,21,21,18,59,47,34,78,24,36,13,"Enterococcus hirae"
"245",62,42,63,61,53,43,47,40,30,22,30,21,27,5,27,82,53,35,33,34,42,48,40,34,21,37,18,9,16,10,"Flavobacterium sp. JRM"
"246",40,34,35,20,32,15,17,23,14,26,15,62,22,142,47,43,32,54,33,12,18,15,10,46,30,59,76,28,43,17,"Streptococcus suis"
"247",23,39,36,20,24,18,16,19,20,28,15,72,23,129,21,63,34,58,36,15,26,15,17,63,34,31,86,24,37,16,"Kribbella monticola"
"248",0,1,4,6,7,1,13,0,2,3,5,7,9,12,22,3,8,2,3,0,1,7,3,0,9,17,12,109,562,214,"Limosilactobacillus fermentum"
"249",33,27,39,22,21,23,26,20,21,32,25,62,32,114,24,40,42,59,30,22,32,17,20,49,30,31,70,24,38,16,"Nitrosospira sp. NpAV"
"250",25,31,30,19,14,23,18,21,14,37,26,73,26,162,24,36,26,60,21,20,11,12,13,49,35,38,95,27,40,11,"Lactococcus petauri"
"251",24,31,17,9,20,15,21,18,15,32,19,63,31,174,25,32,33,50,12,11,22,34,16,53,29,37,105,12,30,25,"Actinomadura cremea"
"252",0,0,0,0,0,0,0,0,0,0,1,0,8,4,21,1,0,0,0,0,0,0,1,0,59,6,0,388,320,196,"Lentilactobacillus farraginis"
"253",43,37,47,34,33,35,32,21,18,31,24,44,21,75,14,40,32,59,23,28,37,27,29,33,38,35,51,28,18,17,"Corallococcus interemptor"
"254",28,31,30,36,34,21,24,26,33,41,28,43,33,84,21,36,33,50,27,27,45,14,15,32,30,32,45,16,28,17,"Unclassified_f_Burkholderiaceae"
"255",0,0,1,7,9,9,57,37,32,93,78,57,69,18,126,0,0,0,4,8,3,27,17,21,64,69,44,47,19,34,"Levilactobacillus parabrevis"
"256",62,51,51,53,50,34,40,34,24,20,23,18,7,8,15,62,47,51,54,50,39,35,24,29,15,13,16,5,4,8,"Unclassified_f_Paenibacillaceae"
"257",34,29,22,18,12,21,18,43,10,26,23,54,21,144,23,31,17,51,18,24,26,19,8,31,30,40,92,17,23,15,"Enterobacter cloacae complex sp. 2DZ2F16B1"
"258",9,12,16,9,8,5,11,10,7,31,36,23,41,19,59,13,6,8,8,4,7,11,12,25,29,35,23,384,37,39,"Unclassified_g_Agrobacterium"
"259",1,0,0,2,1,0,6,2,5,12,4,5,9,5,8,0,2,0,2,1,0,2,4,2,11,8,6,179,531,120,"Lactiplantibacillus pentosus"
"260",37,32,37,19,21,24,22,18,19,18,27,39,23,88,19,51,28,62,32,28,20,19,14,39,31,37,51,15,26,11,"Alteromonas stellipolaris"
"261",25,26,19,21,11,19,17,84,11,25,14,73,14,75,14,32,29,61,21,15,28,23,15,51,25,26,51,22,23,14,"Rhodobacteraceae bacterium CH30"
"262",24,22,34,23,15,16,9,17,11,26,17,66,22,121,24,29,33,46,25,15,13,17,17,41,35,38,74,19,20,11,"Aquimarina agarivorans"
"263",1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,0,2,0,0,1,0,0,1,0,2,0,842,25,"Acetobacter senegalensis"
"264",0,0,0,22,6,6,109,49,64,78,47,27,28,15,50,0,0,0,8,10,7,47,28,40,58,50,45,41,12,31,"Secundilactobacillus mixtipabuli"
"265",44,49,48,27,34,20,19,29,22,28,30,19,23,18,48,36,41,34,26,20,19,30,22,41,22,34,16,19,17,20,"Unclassified_g_Pantoea"
"266",27,26,15,14,18,28,6,17,10,24,15,50,12,123,29,34,27,44,21,12,17,15,26,38,37,29,71,13,34,22,"Erythrobacter dokdonensis"
"267",43,45,44,41,34,42,23,28,17,34,25,22,21,8,29,40,46,40,52,28,22,32,26,21,22,19,10,15,14,9,"Enterobacter kobei"
"268",28,24,22,20,12,15,13,18,15,18,27,50,22,100,16,37,36,59,23,20,22,17,5,53,30,31,59,14,25,14,"Acinetobacter pittii"
"269",40,28,27,18,14,20,15,20,17,19,20,54,28,101,23,28,31,58,15,17,29,20,18,22,18,24,56,14,19,15,"Glycocaulis profundi"
"270",25,30,17,8,13,14,15,16,16,25,21,64,16,143,20,20,28,49,20,32,20,8,8,39,18,23,61,11,35,9,"Oceanibium sediminis"
"271",26,26,35,47,27,33,33,36,25,40,30,18,24,4,28,29,24,33,45,35,23,40,31,45,18,34,16,10,1,7,"Fusobacterium nucleatum"
"272",29,29,15,21,18,10,21,26,16,28,19,47,14,101,19,29,21,56,21,27,19,16,26,37,23,37,58,8,20,6,"Unclassified_f_Flavobacteriaceae"
"273",22,41,19,18,24,21,25,15,24,21,20,49,20,77,15,28,37,34,34,26,19,17,18,44,16,28,55,10,26,10,"Homoserinimonas sp. OAct 916"
"274",0,0,0,0,1,0,0,0,0,0,0,0,4,1,10,0,0,0,0,0,0,0,0,0,3,5,0,163,414,206,"Bacillus sp. MKU004"
"275",23,28,14,18,19,12,15,9,15,25,16,56,16,117,22,31,39,43,20,16,7,17,18,36,25,35,64,16,16,8,"Pseudomonas reactans"
"276",0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,757,22,"Acetobacter persici"
"277",0,0,0,0,0,0,0,0,0,0,3,1,6,3,17,0,0,0,0,0,0,1,0,0,5,2,0,227,291,217,"Unclassified_g_Secundilactobacillus"
"278",25,26,26,18,26,12,14,28,13,16,13,40,21,109,20,39,26,35,11,18,26,10,22,25,22,28,50,16,24,6,"Microbacterium sp. CQ0110Y"
"279",1,1,0,4,4,7,31,16,22,63,82,57,63,29,85,1,1,0,4,2,0,13,12,25,44,65,34,40,26,32,"Lactiplantibacillus mudanjiangensis"
"280",14,20,32,12,23,18,12,15,10,17,14,47,20,101,19,44,17,44,20,16,18,18,13,39,25,29,62,10,19,8,"Nocardia farcinica"
"281",20,25,15,18,19,22,7,17,12,39,9,38,16,95,18,32,28,42,18,20,23,19,11,36,17,26,62,10,29,9,"Escherichia marmotae"
"282",30,31,24,14,28,15,19,18,17,19,24,29,14,81,12,29,17,47,20,22,14,21,20,38,27,23,44,14,22,14,"Ligilactobacillus murinus"
"283",22,27,19,24,21,29,23,15,16,8,15,12,16,16,15,24,20,28,19,16,24,14,23,14,25,18,28,51,98,66,"Ligilactobacillus salivarius"
"284",2,1,0,1,3,0,0,0,0,0,0,0,2,1,7,1,2,1,0,0,1,4,1,0,4,1,3,166,474,71,"Lentilactobacillus otakiensis"
"285",25,22,21,13,13,16,11,18,16,24,12,50,10,106,15,27,24,53,16,15,23,24,6,32,18,19,56,21,21,18,"Candidatus Paraburkholderia calva"
"286",20,23,28,6,15,12,14,23,7,27,24,49,24,91,38,16,17,56,17,15,18,17,8,24,27,25,49,17,27,10,"Stenotrophomonas maltophilia"
"287",19,26,30,24,14,22,11,24,25,22,15,25,27,49,19,22,29,26,23,12,12,27,18,29,24,33,42,35,31,17,"Unclassified_o_Eubacteriales"
"288",0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,2,1,0,1,1,0,1,1,1,0,0,0,680,27,"Acetobacter pasteurianus"
"289",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,20,670,24,"Companilactobacillus halodurans"
"290",23,24,23,6,15,11,10,19,8,17,10,52,18,105,12,25,19,44,13,16,11,12,13,34,24,23,65,13,40,13,"Paracraurococcus sp. NE82"
"291",28,28,23,20,17,19,13,22,14,15,16,38,26,88,14,20,31,43,11,14,17,19,16,31,19,20,62,7,18,7,"Paenibacillus sp. IHB B 3415"
"292",20,21,19,19,21,12,14,20,11,21,23,34,20,99,20,33,28,37,15,19,21,18,10,30,29,19,36,9,25,10,"Tissierella creatinini"
"293",28,34,16,25,28,12,17,20,13,18,8,28,16,81,22,31,18,54,17,18,15,21,7,31,19,25,39,9,21,6,"Gammaproteobacteria bacterium"
"294",0,1,0,3,0,0,2,2,5,2,5,8,5,5,28,2,0,1,2,3,0,3,1,1,6,8,4,252,212,134,"Lacticaseibacillus rhamnosus"
"295",19,24,23,24,21,26,15,20,26,22,23,22,9,33,16,29,27,40,30,20,31,18,21,24,26,31,32,3,8,9,"Deltaproteobacteria bacterium"
"296",16,8,23,23,25,19,9,11,7,11,9,12,19,3,17,28,9,17,30,21,14,24,32,15,17,21,12,31,148,32,"Unclassified_g_Klebsiella"
"297",28,22,29,18,18,20,11,19,13,25,19,19,14,62,16,28,21,34,26,16,22,19,19,30,20,26,34,5,14,8,"Unclassified_f_Sphingobacteriaceae"
"298",37,30,35,51,31,32,21,26,19,15,9,10,11,2,20,28,30,27,29,29,24,15,28,15,7,18,8,10,11,11,"Pantoea sp. GbtcB22"
"299",21,26,16,12,11,13,16,18,7,21,9,26,20,103,21,24,9,34,12,15,10,10,5,26,19,30,64,8,20,11,"Mesorhizobium sp."
"300",0,0,2,0,0,0,2,0,0,2,0,0,3,2,2,0,0,0,0,0,1,0,0,0,0,2,2,384,154,69,"Secundilactobacillus paracollinoides"
"301",1,2,2,1,4,2,7,3,2,5,11,1,8,8,4,3,3,1,1,3,4,5,1,4,7,13,6,38,420,54,"Lactiplantibacillus paraplantarum"
"302",22,24,20,15,12,7,8,8,8,17,18,37,18,84,16,33,13,40,9,7,17,8,9,34,15,23,61,16,11,12,"Rhizobium yanglingense"
"303",14,17,23,11,6,14,13,12,10,18,11,37,11,88,16,27,22,48,13,14,14,15,7,29,15,25,43,13,22,12,"Mesorhizobium sp. M6A.T.Cr.TU.014.01.1.1"
"304",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,24,574,16,"Leuconostoc gelidum"
"305",26,29,19,11,13,16,8,15,14,18,19,32,16,78,22,18,14,32,16,19,19,17,6,14,14,17,47,20,15,6,"Unclassified_o_Corynebacteriales"
"306",22,25,29,29,23,23,17,9,12,24,16,11,21,4,29,13,13,21,15,15,25,31,20,26,21,27,17,35,21,15,"Enterobacter cancerogenus"
"307",17,27,15,12,6,14,11,136,6,9,12,28,19,56,12,16,16,31,8,5,9,16,12,15,18,17,31,3,21,6,"Enterobacter cloacae complex sp. CH23B"
"308",27,23,18,23,12,29,18,19,9,27,14,26,20,36,13,25,19,42,23,15,14,6,14,23,13,22,35,6,13,13,"Unclassified_o_Burkholderiales"
"309",22,26,15,11,9,13,11,9,12,15,11,40,10,65,22,19,17,42,13,12,21,11,8,32,20,21,39,8,27,9,"Pelagivirga sediminicola"
"310",6,5,4,3,0,2,9,1,8,12,15,15,14,20,14,8,4,15,12,3,3,5,7,11,16,10,23,71,229,43,"Latilactobacillus sakei"
"311",18,17,13,16,13,10,11,12,10,29,10,47,10,68,11,23,16,38,14,7,8,14,8,30,21,22,38,13,27,8,"Corallococcus sp. AB018"
"312",0,0,0,0,1,0,3,1,0,2,1,0,4,2,3,6,7,6,13,3,5,36,42,43,10,28,6,118,164,77,"Latilactobacillus curvatus"
"313",0,0,0,2,0,0,1,0,1,2,3,3,7,1,5,0,1,4,0,0,0,0,5,0,1,5,1,19,507,13,"Lactobacillus johnsonii"
"314",8,4,8,14,14,11,24,16,9,16,25,32,41,36,46,17,10,8,14,15,20,18,16,11,20,38,27,31,12,19,"Unclassified_f_Streptococcaceae"
"315",17,16,22,8,11,9,6,9,12,21,11,40,10,81,13,15,25,46,14,9,19,10,7,28,27,17,43,8,16,7,"Salmonella sp. gx-h1"
"316",34,27,14,8,10,16,7,10,8,13,9,44,13,82,6,15,23,30,22,9,17,9,5,20,16,26,45,15,16,4,"Unclassified_g_Flavobacterium"
"317",18,18,28,45,27,31,14,23,8,12,14,7,8,6,30,33,24,29,27,25,22,18,8,22,11,9,11,4,11,11,"Paenibacillus sp. Soil750"
"318",25,21,24,23,21,22,16,22,16,14,21,10,14,7,16,27,28,17,29,19,19,22,25,21,12,17,14,10,13,8,"Bacillus halotolerans"
"319",13,28,12,6,11,10,8,9,11,21,11,35,12,90,15,15,20,36,16,11,11,6,7,16,21,22,35,10,21,8,"Unclassified_f_Rhodobacteraceae"
"320",18,12,13,9,14,15,12,8,3,8,9,39,13,64,16,27,23,28,13,13,12,8,12,35,18,25,46,12,16,5,"Vibrio sp. UCD-FRSSP16_30"
"321",0,4,0,2,2,1,4,1,1,4,4,1,3,0,17,0,2,2,2,1,0,1,2,4,3,2,3,58,326,82,"Oenococcus oeni"
"322",14,30,22,25,22,28,22,21,17,11,12,13,20,11,20,28,23,23,18,18,24,16,21,9,9,11,17,10,6,8,"Aquifex sp."
"323",20,21,29,20,10,13,19,14,12,17,9,22,10,47,19,17,16,19,24,15,18,16,15,19,11,20,39,4,7,7,"Cytophagaceae bacterium"
"324",10,16,21,33,25,27,17,22,35,12,9,10,22,4,24,18,24,21,24,17,19,20,18,15,6,17,13,5,9,10,"Streptomyces antibioticus"
